Ticker,Company,Annual_Return_%,Volatility_%
SYY,Sysco Corporation,12.688927367357294,30.79986693424796
TMUS,"T-Mobile US, Inc.",8.187523114211448,41.1522896627284
TROW,"T. Rowe Price Group, Inc.",13.634106170685856,37.33330666330977
TTWO,"Take-Two Interactive Software, Inc.",14.916410537858926,51.546326910377296
TPR,"Tapestry, Inc.",14.56961367414995,43.36080679263911
TRGP,Targa Resources Corp.,15.06520004251719,47.39944726779907
TGT,Target Corporation,11.740630214212299,32.33214769143909
TEL,TE Connectivity plc,7.703741898659278,31.302919718696824
TDY,Teledyne Technologies Incorporated,17.319813927249772,39.59805329207179
TER,"Teradyne, Inc.",9.382589000664488,50.53063596547892
TSLA,"Tesla, Inc.",46.80126274652814,57.37801394163383
TXN,Texas Instruments Incorporated,9.359782393848892,37.459487924239326
TPL,Texas Pacific Land Corporation,14.750625171728737,34.468721025505275
TXT,Textron Inc.,6.22397787933886,35.42799142071457
TMO,Thermo Fisher Scientific Inc.,13.134911162644425,31.775444576413797
TJX,"The TJX Companies, Inc.",14.546136920685203,35.04846177547808
TKO,"TKO Group Holdings, Inc.",7.134518835280024,40.94654935910456
TSCO,Tractor Supply Company,23.035205522829806,55.869454228224726
TT,Trane Technologies plc,12.094258337203145,31.85192124053392
TDG,TransDigm Group Incorporated,23.534050327671373,33.57486030716823
TRV,"The Travelers Companies, Inc.",6.980926374560381,27.354375658169584
TRMB,Trimble Inc.,11.36155866900328,50.302413861735296
TFC,Truist Financial Corporation,7.247886291865213,30.939936682853652
TYL,"Tyler Technologies, Inc.",13.288584076876187,51.18517092927423
TSN,"Tyson Foods, Inc.",7.77209861978625,36.95497726498264
USB,U.S. Bancorp,9.419687688767908,29.117201945817307
UBER,"Uber Technologies, Inc.",6.960931897174927,53.59016346676665
UDR,"UDR, Inc.",6.857374261825,27.21280039925461
ULTA,"Ulta Beauty, Inc.",16.886542562981212,46.02066802806264
UNP,Union Pacific Corporation,10.088917806728116,27.634851863897314
UAL,"United Airlines Holdings, Inc.",5.790447429232626,64.10962071926322
UPS,"United Parcel Service, Inc.",2.446791401951054,24.42148984198063
URI,"United Rentals, Inc.",15.312201035174567,51.319861559178506
UNH,UnitedHealth Group Incorporated,22.517062202524805,39.52260290474215
UHS,"Universal Health Services, Inc.",12.05435463340827,37.29217990451398
VLO,Valero Energy Corporation,7.420274366662749,42.29542534145339
VTR,"Ventas, Inc.",3.200849407865758,40.495726228894185
VLTO,Veralto Corporation,24.414437080456743,23.203979853003286
VRSN,"VeriSign, Inc.",13.764675641898293,53.94826742387111
VRSK,"Verisk Analytics, Inc.",16.419428641792667,21.987623209242912
VZ,Verizon Communications Inc.,4.000015090074771,23.789245793910503
VRTX,Vertex Pharmaceuticals Incorporated,14.35690417521056,55.611632931564735
VTRS,Viatris Inc.,4.913574786537156,45.17485067512194
VICI,VICI Properties Inc.,5.387483744646127,31.301482339768928
V,Visa Inc.,20.327223313219278,28.84104698714968
VST,Vistra Corp.,30.644942723211276,37.8621896312393
VMC,Vulcan Materials Company,11.051855033553437,28.06329845088668
WRB,W. R. Berkley Corporation,12.306402277074934,31.656886715432424
GWW,"W.W. Grainger, Inc.",11.082049827805985,27.303417498147926
WAB,Westinghouse Air Brake Technologies Corporation,11.580785413567284,36.769784670663135
WBA,"Walgreens Boots Alliance, Inc.",8.833255982728328,29.67549158901064
WMT,Walmart Inc.,17.28595214249036,29.21765627681178
DIS,The Walt Disney Company,9.694627544962353,31.536943804662375
WBD,"Warner Bros. Discovery, Inc.",1.530536886761702,40.1800414591096
WM,"Waste Management, Inc.",10.898518152494496,34.58543981349766
WAT,Waters Corporation,17.056548997409713,36.982461167035055
WEC,"WEC Energy Group, Inc.",8.741168107963325,19.42729545505363
WFC,Wells Fargo & Company,8.690881091494873,33.048856939908525
WELL,Welltower Inc.,6.823128913959287,27.095944300879626
WST,"West Pharmaceutical Services, Inc.",14.443260312178241,28.42887121380709
WDC,Western Digital Corporation,8.9805458340795,60.027250606286216
WY,Weyerhaeuser Company,0.7372166886614462,32.95163142493132
WSM,"Williams-Sonoma, Inc.",15.242516835689468,49.07174089178334
WMB,"The Williams Companies, Inc.",6.639203020821327,46.61829431227081
WTW,Willis Towers Watson Public Limited Company,8.694094835077347,26.20429539674064
WDAY,"Workday, Inc.",14.76958154297785,38.55137668020299
WYNN,"Wynn Resorts, Limited",8.877471897985313,49.591730275143895
XEL,Xcel Energy Inc.,4.399221379946128,22.352290588771414
XYL,Xylem Inc.,12.59376589795098,26.30852291464847
YUM,"Yum! Brands, Inc.",12.6039995262202,29.361761639439944
ZBRA,Zebra Technologies Corporation,14.60551815166169,41.16265134919247
ZBH,"Zimmer Biomet Holdings, Inc.",5.678080709565991,27.792354604596568
ZTS,Zoetis Inc.,14.905902490878841,25.401088598630533
